300674,7067032,7067032,1,"[1, 0]"
300674,7067032,4208,0,"[1, 0]"
300674,7067032,2303,0,"[1, 0]"
300674,7067032,1151,0,"[1, 0]"
300674,7067032,575,0,"[1, 0]"
300674,7067032,287,0,"[1, 0]"
300674,7067032,143,0,"[1, 0]"
300674,7067032,71,0,"[1, 0]"
300674,7067032,35,0,"[1, 0]"
300674,7067032,17,0,"[1, 0]"
300674,7067032,8,0,"[1, 0]"
300674,7067032,3,0,"[1, 0]"
300674,7067032,1,0,"[1, 0]"
300674,7067032,0,0,"[1, 0]"
300674,7067032,2,0,"[0, 1]"
300674,7067032,1,0,"[0, 1]"
300674,7067032,5,0,"[0, 1]"
300674,7067032,6,0,"[0, 1]"
300674,7067032,3,0,"[0, 1]"
300674,7067032,4,0,"[0, 1]"
300674,7067032,7,0,"[0, 1]"
300674,7067032,13,0,"[0, 1]"
300674,7067032,14,0,"[0, 1]"
300674,7067032,12,0,"[0, 1]"
300674,7067032,9,0,"[0, 1]"
300674,7067032,11,0,"[0, 1]"
300674,7067032,29,0,"[0, 1]"
300674,7067032,21,0,"[0, 1]"
300674,7067032,24,0,"[0, 1]"
300674,7067032,20,0,"[0, 1]"
300674,7067032,23,0,"[0, 1]"
300674,7067032,22,0,"[0, 1]"
300674,7067032,19,0,"[0, 1]"
300674,7067032,16,0,"[0, 1]"
300674,7067032,32,0,"[0, 1]"
300674,7067032,40,0,"[0, 1]"
300674,7067032,51,0,"[0, 1]"
300674,7067032,55,0,"[0, 1]"
300674,7067032,33,0,"[0, 1]"
300674,7067032,34,0,"[0, 1]"
300674,7067032,53,0,"[0, 1]"
300674,7067032,45,0,"[0, 1]"
300674,7067032,47,0,"[0, 1]"
300674,7067032,35,0,"[0, 1]"
300674,7067032,82,0,"[0, 1]"
300674,7067032,122,0,"[0, 1]"
300674,7067032,87,0,"[0, 1]"
300674,7067032,104,0,"[0, 1]"
300674,7067032,75,0,"[0, 1]"
300674,7067032,125,0,"[0, 1]"
300674,7067032,78,0,"[0, 1]"
300674,7067032,73,0,"[0, 1]"
300674,7067032,107,0,"[0, 1]"
300674,7067032,102,0,"[0, 1]"
300674,7067032,94,0,"[0, 1]"
300674,7067032,68,0,"[0, 1]"
300674,7067032,182,0,"[0, 1]"
300674,7067032,234,0,"[0, 1]"
300674,7067032,145,0,"[0, 1]"
300674,7067032,171,0,"[0, 1]"
300674,7067032,236,0,"[0, 1]"
300674,7067032,224,0,"[0, 1]"
300674,7067032,246,0,"[0, 1]"
300674,7067032,147,0,"[0, 1]"
300674,7067032,157,0,"[0, 1]"
300674,7067032,149,0,"[0, 1]"
300674,7067032,242,0,"[0, 1]"
300674,7067032,227,0,"[0, 1]"
300674,7067032,221,0,"[0, 1]"
300674,7067032,200,0,"[0, 1]"
300674,7067032,399,0,"[0, 1]"
300674,7067032,485,0,"[0, 1]"
300674,7067032,279,0,"[0, 1]"
300674,7067032,264,0,"[0, 1]"
300674,7067032,322,0,"[0, 1]"
300674,7067032,316,0,"[0, 1]"
300674,7067032,408,0,"[0, 1]"
300674,7067032,381,0,"[0, 1]"
300674,7067032,288,0,"[0, 1]"
300674,7067032,421,0,"[0, 1]"
300674,7067032,355,0,"[0, 1]"
300674,7067032,489,0,"[0, 1]"
300674,7067032,491,0,"[0, 1]"
300674,7067032,291,0,"[0, 1]"
300674,7067032,467,0,"[0, 1]"
300674,7067032,259,0,"[0, 1]"
300674,7067032,866,0,"[0, 1]"
300674,7067032,849,0,"[0, 1]"
300674,7067032,764,0,"[0, 1]"
300674,7067032,945,0,"[0, 1]"
300674,7067032,513,0,"[0, 1]"
300674,7067032,552,0,"[0, 1]"
300674,7067032,551,0,"[0, 1]"
300674,7067032,867,0,"[0, 1]"
300674,7067032,1015,0,"[0, 1]"
300674,7067032,591,0,"[0, 1]"
300674,7067032,679,0,"[0, 1]"
300674,7067032,897,0,"[0, 1]"
300674,7067032,754,0,"[0, 1]"
300674,7067032,540,0,"[0, 1]"
300674,7067032,782,0,"[0, 1]"
300674,7067032,731,0,"[0, 1]"
300674,7067032,817,0,"[0, 1]"
300674,7067032,717,0,"[0, 1]"
300674,7067032,1575,0,"[0, 1]"
300674,7067032,1220,0,"[0, 1]"
300674,7067032,1479,0,"[0, 1]"
300674,7067032,1568,0,"[0, 1]"
300674,7067032,1541,0,"[0, 1]"
300674,7067032,2003,0,"[0, 1]"
300674,7067032,1392,0,"[0, 1]"
300674,7067032,1426,0,"[0, 1]"
300674,7067032,1449,0,"[0, 1]"
300674,7067032,1786,0,"[0, 1]"
300674,7067032,1120,0,"[0, 1]"
300674,7067032,1974,0,"[0, 1]"
300674,7067032,1436,0,"[0, 1]"
300674,7067032,1378,0,"[0, 1]"
300674,7067032,1243,0,"[0, 1]"
300674,7067032,1309,0,"[0, 1]"
300674,7067032,1496,0,"[0, 1]"
300674,7067032,1546,0,"[0, 1]"
300674,7067032,2035,0,"[0, 1]"
300674,7067032,1056,0,"[0, 1]"
300674,7067032,2367,0,"[0, 1]"
300674,7067032,3028,0,"[0, 1]"
300674,7067032,2675,0,"[0, 1]"
300674,7067032,2382,0,"[0, 1]"
300674,7067032,2758,0,"[0, 1]"
300674,7067032,2397,0,"[0, 1]"
300674,7067032,3421,0,"[0, 1]"
300674,7067032,3474,0,"[0, 1]"
300674,7067032,2316,0,"[0, 1]"
300674,7067032,3806,0,"[0, 1]"
300674,7067032,2831,0,"[0, 1]"
300674,7067032,2745,0,"[0, 1]"
300674,7067032,4082,0,"[0, 1]"
300674,7067032,3130,0,"[0, 1]"
300674,7067032,2977,0,"[0, 1]"
300674,7067032,2963,0,"[0, 1]"
300674,7067032,3636,0,"[0, 1]"
300674,7067032,2811,0,"[0, 1]"
300674,7067032,2749,0,"[0, 1]"
300674,7067032,2746,0,"[0, 1]"
300674,7067032,3996,0,"[0, 1]"
300674,7067032,3246,0,"[0, 1]"
300674,7067032,7398774,1,"[0, 1]"
300674,7067032,7495326,1,"[0, 1]"
300674,7067032,7110954,1,"[0, 1]"
300674,7067032,4904,0,"[0, 1]"
300674,7067032,7290474,1,"[0, 1]"
300674,7067032,7578238,1,"[0, 1]"
300674,7067032,2298353,1,"[0, 1]"
300674,7067032,7464350,1,"[0, 1]"
300674,7067032,7606373,1,"[0, 1]"
300674,7067032,4113,0,"[0, 1]"
300674,7067032,4394,0,"[0, 1]"
300674,7067032,4459,0,"[0, 1]"
300674,7067032,4527,0,"[0, 1]"
300674,7067032,7304932,1,"[0, 1]"
300674,7067032,4193,0,"[0, 1]"
300674,7067032,4971,0,"[0, 1]"
300674,7067032,7264701,1,"[0, 1]"
300674,7067032,4538,0,"[0, 1]"
300674,7067032,4375,0,"[0, 1]"
300674,7067032,7544784,1,"[0, 1]"
300674,7067032,7662607,1,"[0, 1]"
300674,7067032,7664890,1,"[0, 1]"
300674,7067032,7368532,1,"[0, 1]"
300674,7067032,4606,0,"[0, 1]"
300674,7067032,7147941,1,"[0, 1]"
300674,7067032,7556521,1,"[0, 1]"
300674,7067032,7129704,1,"[0, 1]"
300674,7067032,7566843,1,"[0, 1]"
300674,7067032,7087585,1,"[0, 1]"
300674,7067032,7291031,1,"[0, 1]"
300674,7067032,7136842,1,"[0, 1]"
300674,7067032,7674426,1,"[0, 1]"
300674,7067032,3727684,1,"[0, 1]"
300674,7067032,7611282,1,"[0, 1]"
