404264,107456,107456,1,1
404264,107456,747,0,1
404264,107456,379,0,1
404264,107456,189,0,1
404264,107456,94,0,1
404264,107456,46,0,1
404264,107456,22,0,1
404264,107456,10,0,1
404264,107456,4,0,1
404264,107456,1,0,1
404264,107456,0,0,1
404264,107456,2,0,0
404264,107456,6,0,0
404264,107456,5,0,0
404264,107456,3,0,0
404264,107456,11,0,0
404264,107456,8,0,0
404264,107456,13,0,0
404264,107456,7,0,0
404264,107456,14,0,0
404264,107456,30,0,0
404264,107456,29,0,0
404264,107456,16,0,0
404264,107456,25,0,0
404264,107456,28,0,0
404264,107456,24,0,0
404264,107456,20,0,0
404264,107456,62,0,0
404264,107456,45,0,0
404264,107456,42,0,0
404264,107456,53,0,0
404264,107456,31,0,0
404264,107456,36,0,0
404264,107456,34,0,0
404264,107456,54,0,0
404264,107456,37,0,0
404264,107456,115,0,0
404264,107456,91,0,0
404264,107456,80,0,0
404264,107456,63,0,0
404264,107456,106,0,0
404264,107456,81,0,0
404264,107456,102,0,0
404264,107456,104,0,0
404264,107456,74,0,0
404264,107456,84,0,0
404264,107456,77,0,0
404264,107456,65,0,0
404264,107456,204,0,0
404264,107456,242,0,0
404264,107456,236,0,0
404264,107456,161,0,0
404264,107456,134,0,0
404264,107456,172,0,0
404264,107456,188,0,0
404264,107456,178,0,0
404264,107456,247,0,0
404264,107456,183,0,0
404264,107456,144,0,0
404264,107456,213,0,0
404264,107456,136,0,0
404264,107456,209,0,0
404264,107456,304,0,0
404264,107456,329,0,0
404264,107456,380,0,0
404264,107456,297,0,0
404264,107456,353,0,0
404264,107456,506,0,0
404264,107456,308,0,0
404264,107456,336,0,0
404264,107456,440,0,0
404264,107456,391,0,0
404264,107456,318,0,0
404264,107456,341,0,0
404264,107456,488,0,0
404264,107456,429,0,0
404264,107456,504,0,0
404264,107456,417,0,0
404264,107456,945,0,0
404264,107456,824,0,0
404264,107456,848,0,0
404264,107456,759,0,0
404264,107456,885,0,0
404264,107456,638,0,0
404264,107456,781,0,0
404264,107456,532,0,0
404264,107456,841,0,0
404264,107456,817,0,0
404264,107456,561,0,0
404264,107456,519,0,0
404264,107456,566,0,0
404264,107456,654,0,0
404264,107456,625,0,0
404264,107456,599,0,0
404264,107456,863,0,0
404264,107456,591,0,0
404264,107456,87606,1,0
404264,107456,23243,1,0
404264,107456,121669,1,0
404264,107456,52829,1,0
404264,107456,95608,1,0
404264,107456,120374,1,0
404264,107456,67206,1,0
404264,107456,53276,1,0
404264,107456,64880,1,0
404264,107456,67087,1,0
404264,107456,48028,1,0
404264,107456,14398,1,0
404264,107456,101431,1,0
404264,107456,21567,1,0
404264,107456,1160,1,0
404264,107456,105491,1,0
404264,107456,122964,1,0
404264,107456,120346,1,0
404264,107456,121739,1,0
404264,107456,122942,1,0
457416,107767,107767,1,1
457416,107767,817,0,1
457416,107767,415,0,1
457416,107767,207,0,1
457416,107767,103,0,1
457416,107767,51,0,1
457416,107767,25,0,1
457416,107767,12,0,1
457416,107767,5,0,1
457416,107767,2,0,1
457416,107767,0,0,1
457416,107767,1,0,0
