575981,120051,120051,1,1
575981,120051,6471,0,1
575981,120051,3235,0,1
575981,120051,1617,0,1
575981,120051,808,0,1
575981,120051,403,0,1
575981,120051,201,0,1
575981,120051,100,0,1
575981,120051,49,0,1
575981,120051,24,0,1
575981,120051,11,0,1
575981,120051,5,0,1
575981,120051,2,0,1
575981,120051,0,0,1
575981,120051,1,0,0
575981,120051,4,0,0
575981,120051,3,0,0
575981,120051,6,0,0
575981,120051,8,0,0
575981,120051,9,0,0
575981,120051,12,0,0
575981,120051,10,0,0
575981,120051,14,0,0
575981,120051,30,0,0
575981,120051,15,0,0
575981,120051,19,0,0
575981,120051,18,0,0
575981,120051,16,0,0
575981,120051,21,0,0
575981,120051,17,0,0
575981,120051,26,0,0
575981,120051,35,0,0
575981,120051,44,0,0
575981,120051,46,0,0
575981,120051,58,0,0
575981,120051,61,0,0
575981,120051,57,0,0
575981,120051,50,0,0
575981,120051,39,0,0
575981,120051,55,0,0
575981,120051,40,0,0
575981,120051,67,0,0
575981,120051,78,0,0
575981,120051,111,0,0
575981,120051,114,0,0
575981,120051,70,0,0
575981,120051,64,0,0
575981,120051,94,0,0
575981,120051,106,0,0
575981,120051,63,0,0
575981,120051,112,0,0
575981,120051,73,0,0
575981,120051,117,0,0
575981,120051,194,0,0
575981,120051,178,0,0
575981,120051,144,0,0
575981,120051,220,0,0
575981,120051,221,0,0
575981,120051,212,0,0
575981,120051,179,0,0
575981,120051,208,0,0
575981,120051,132,0,0
575981,120051,195,0,0
575981,120051,249,0,0
575981,120051,209,0,0
575981,120051,155,0,0
575981,120051,306,0,0
575981,120051,371,0,0
575981,120051,445,0,0
575981,120051,267,0,0
575981,120051,454,0,0
575981,120051,367,0,0
575981,120051,468,0,0
575981,120051,421,0,0
575981,120051,426,0,0
575981,120051,439,0,0
575981,120051,407,0,0
575981,120051,447,0,0
575981,120051,428,0,0
575981,120051,405,0,0
575981,120051,410,0,0
575981,120051,444,0,0
575981,120051,744,0,0
575981,120051,987,0,0
575981,120051,974,0,0
575981,120051,761,0,0
575981,120051,659,0,0
575981,120051,591,0,0
575981,120051,533,0,0
575981,120051,786,0,0
575981,120051,889,0,0
575981,120051,699,0,0
575981,120051,522,0,0
575981,120051,978,0,0
575981,120051,614,0,0
575981,120051,718,0,0
575981,120051,766,0,0
575981,120051,653,0,0
575981,120051,1002,0,0
575981,120051,970,0,0
575981,120051,1109,0,0
575981,120051,1601,0,0
575981,120051,1939,0,0
575981,120051,1056,0,0
575981,120051,1171,0,0
575981,120051,1150,0,0
575981,120051,1654,0,0
575981,120051,1240,0,0
575981,120051,1852,0,0
575981,120051,1565,0,0
575981,120051,1815,0,0
575981,120051,1690,0,0
575981,120051,1420,0,0
575981,120051,1787,0,0
575981,120051,1995,0,0
575981,120051,1552,0,0
575981,120051,1132,0,0
575981,120051,1631,0,0
575981,120051,1399,0,0
575981,120051,1431,0,0
575981,120051,2146,0,0
575981,120051,3837,0,0
575981,120051,2884,0,0
575981,120051,3682,0,0
575981,120051,2191,0,0
575981,120051,2289,0,0
575981,120051,3150,0,0
575981,120051,2622,0,0
575981,120051,3854,0,0
575981,120051,3937,0,0
575981,120051,2255,0,0
575981,120051,3080,0,0
575981,120051,2397,0,0
575981,120051,3843,0,0
575981,120051,2820,0,0
575981,120051,2952,0,0
575981,120051,2071,0,0
575981,120051,3057,0,0
575981,120051,3348,0,0
575981,120051,3483,0,0
575981,120051,2084,0,0
575981,120051,2706,0,0
575981,120051,5926,0,0
575981,120051,5450,0,0
575981,120051,5272,0,0
575981,120051,5405,0,0
575981,120051,7554,0,0
575981,120051,5264,0,0
575981,120051,7223,0,0
575981,120051,4531,0,0
575981,120051,7173,0,0
575981,120051,5523,0,0
575981,120051,4607,0,0
575981,120051,6074,0,0
575981,120051,5812,0,0
575981,120051,5380,0,0
575981,120051,5473,0,0
575981,120051,6143,0,0
575981,120051,5834,0,0
575981,120051,5704,0,0
575981,120051,5054,0,0
575981,120051,6111,0,0
575981,120051,8067,0,0
575981,120051,7960,0,0
575981,120051,8072,0,0
575981,120051,6234,0,0
575981,120051,143514,1,0
575981,120051,8502,0,0
575981,120051,228105,1,0
575981,120051,145122,1,0
575981,120051,239350,1,0
575981,120051,164113,1,0
575981,120051,8536,0,0
575981,120051,127396,1,0
575981,120051,236659,1,0
575981,120051,231275,1,0
575981,120051,189234,1,0
575981,120051,128144,1,0
575981,120051,8823,0,0
575981,120051,246221,1,0
575981,120051,192176,1,0
575981,120051,155617,1,0
575981,120051,143158,1,0
575981,120051,135615,1,0
575981,120051,245666,1,0
575981,120051,168524,1,0
575981,120051,8638,0,0
575981,120051,9093,0,0
575981,120051,233877,1,0
575981,120051,229478,1,0
575981,120051,9078,0,0
575981,120051,177502,1,0
753821,120061,120061,1,1
753821,120061,8602,0,1
753821,120061,5034,0,1
753821,120061,2516,0,1
753821,120061,1257,0,1
753821,120061,628,0,1
753821,120061,313,0,1
753821,120061,156,0,1
753821,120061,77,0,1
753821,120061,38,0,1
753821,120061,18,0,1
753821,120061,8,0,1
753821,120061,3,0,1
753821,120061,1,0,1
753821,120061,0,0,1
753821,120061,2,0,0
753821,120061,5,0,0
753821,120061,6,0,0
753821,120061,4,0,0
753821,120061,13,0,0
753821,120061,11,0,0
753821,120061,7,0,0
753821,120061,14,0,0
753821,120061,10,0,0
753821,120061,9,0,0
753821,120061,21,0,0
753821,120061,27,0,0
753821,120061,20,0,0
753821,120061,22,0,0
753821,120061,26,0,0
753821,120061,23,0,0
753821,120061,16,0,0
753821,120061,30,0,0
753821,120061,41,0,0
753821,120061,60,0,0
753821,120061,52,0,0
753821,120061,46,0,0
753821,120061,32,0,0
753821,120061,42,0,0
753821,120061,59,0,0
753821,120061,47,0,0
753821,120061,39,0,0
753821,120061,40,0,0
753821,120061,70,0,0
753821,120061,111,0,0
753821,120061,126,0,0
